atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Metcalfe,Metcalfe,113992,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Fgls9xd.png,4,4.4,Connor Isaac Metcalfe,2.4,4,5.87,4,metcalfe,6,0.01,,,,,,6.0,2.0,1.0,,,,1.0,,,,,,,,
Devlin,Devlin,113996,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_uG46lKi.png,0,0.0,Cameron Peter Devlin - Cammy,0.0,4,4.0,4,devlin,6,0.0,,,,,,,,,,,,,,,,,,,,
Graham Arnold,G. Arnold,113998,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_y2qWdez.png,3,3.04,Graham James Arnold,0.0,6,3.82,4,graham-arnold,6,0.0,,,,,,,,,,,,,,,,,,,,
Woud,Woud,114010,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_CTDyr6u.png,0,0.0,Michael Cornelis Woud,0.0,1,3.0,4,woud,6,0.0,,,,,,,,,,,,,,,,,,,,
Cacace,Cacace,114012,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_xid0cfC.png,3,3.63,Liberato Gianpaolo Cacace,0.0,2,4.19,4,cacace,6,0.0,,,,,,5.0,1.0,1.0,,5.0,,,,,,,,,,
Pijnaker,Pijnaker,114013,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_K9OKHB7.png,0,0.0,Nando Zen Pijnaker,0.0,3,3.0,4,pijnaker,6,0.0,,,,,,,,,,,,,,,,,,,,
Just,Just,114014,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_tYfVz6H.png,3,11.77,Elijah Henry Just,0.0,4,10.95,4,just,6,0.0,,1.0,,,,6.0,3.0,2.0,1.0,2.0,,3.0,,,,,,,,
Bell,Bell,114015,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_ct6ABcb.png,3,-0.3,Joe Zen Robert Bell,0.0,4,1.56,4,bell,6,0.0,,,,,,,3.0,,,,,,,,,,,,,
Stamenic,Stamenic,114019,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_uJmLmO6.png,3,0.53,Marko Seufatu Nikola Stamenić,0.0,4,2.53,4,stamenic,6,0.0,,1.0,,,,2.0,4.0,,1.0,,,,,,,,,,,
Raum,Raum,114021,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_WsUDRSS.png,2,2.7,David Raum,0.0,2,6.28,4,raum,6,0.0,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
Elliot,Elliot,114029,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_gtnOupw.png,1,1.5,Callan Rennie Elliot,0.0,2,2.13,4,elliot,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Waine,Waine,114030,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_OvhkmDm.png,0,0.0,Benjamin Peter Waine,0.0,5,3.0,4,waine,6,0.0,,,,,,,,,,,,,,,,,,,,
Old,Old,114033,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_hFlwcC2.png,3,0.67,Benjamin Craig Old,0.0,4,2.76,4,old,6,0.0,,,,,,1.0,,,,1.0,,,,,,,,,,
Paulsen,Paulsen,114034,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_DbQDr17.png,0,0.0,Alexander Noah Paulsen,0.0,1,2.0,4,paulsen,6,0.0,,,,,,,,,,,,,,,,,,,,
Minda,Minda,114040,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_dlkvTMJ.png,1,5.8,Alan Steve Minda García,0.0,5,5.24,4,minda,6,0.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
Adel,Adel,114048,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ic50fNo.png,1,0.0,Ibrahim Adel Ali Mohamed Hassan - Aly,0.0,5,3.23,4,adel,6,0.0,,,,,,,,,,,,,,,,,,,,
Ashour,Ashour,114054,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_wirsWUs.png,4,8.68,Emam Ashour Metwally Abdelgany - Metwaly Abdelghany,14.1,4,10.96,4,ashour,7,2.53,,,,,,6.0,2.0,,6.0,11.0,,2.0,,,,,,,,
Doan,Doan,114064,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_FhMJkqH.png,4,2.8,Ritsu Doan,-0.6,4,5.31,4,doan,7,-1.28,1.0,,,,,4.0,6.0,,,4.0,,,,,,,,,,
Mokoena,Mokoena,114067,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_uURKefz.png,1,-0.3,Teboho Mokoena,0.0,4,3.13,4,mokoena,6,0.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,
Tanaka,Tanaka,114077,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_fYRSU0b.png,3,6.77,Ao Tanaka,4.2,4,6.93,4,tanaka,6,-0.12,,,,,,13.0,6.0,,2.0,2.0,,,,,,,,,,
Makgopa,Makgopa,114078,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_8KSeWGZ.png,2,1.0,Evidence Sekotori Makgopa,0.0,5,3.27,4,makgopa,6,0.0,,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,
Seko,Seko,114081,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_Am2kisk.png,2,1.35,Ayumu Seko,0.0,4,2.76,4,seko,6,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,
Zion Suzuki,Z. Suzuki,114083,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_wLc50z6.png,4,4.67,Zion Suzuki,4.5,1,6.38,4,zion-suzuki,7,0.34,,,,14.0,,,,,,1.0,,,,5.0,,,,,1.0,
Yahya,Yahya,114100,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_CC58eSl.png,0,0.0,Ayman Yahya Salem Ahmed - Aiman,0.0,2,4.0,4,yahya,6,0.0,,,,,,,,,,,,,,,,,,,,
Al-Hamdan,Al-Hamdan,114101,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_F6Adyl8.png,3,0.6,Abdullah Abdulrahman Al Hamddan - Alhamddan,0.0,5,3.26,4,al-hamdan,6,0.0,,,,,,,2.0,2.0,,,,,,,,,,,,
Abdulhamid,Abdulhamid,114105,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_eqJE4N9.png,3,6.53,Saud Abdullah Abdulhamid,0.0,2,8.17,4,abdulhamid,6,0.0,,1.0,,,,10.0,4.0,,1.0,2.0,,,,,,,,,1.0,
Al-Amri,Al-Amri,114107,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_vSkGbwi.png,3,5.8,Abdulelah Ali Awadh Al-Amri - Abdulilah Alamri,0.0,3,7.23,4,al-amri,6,0.0,,1.0,,,,3.0,1.0,1.0,,,,1.0,,,,,,,1.0,
Song Bum-Keun,S. Bum-Keun,114112,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_cj6mFBD.png,0,0.0,Song Bum-Keun,0.0,1,2.0,4,song-bum-keun,6,0.0,,,,,,,,,,,,,,,,,,,,
Lee Dong-Gyeong,L. Dong-Gyeong,114119,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_MsqwqAx.png,0,0.0,Lee Dong-Gyeong,0.0,4,5.0,4,lee-dong-gyeong,6,0.0,,,,,,,,,,,,,,,,,,,,
Kim Jin-Gyu,K. Jin-Gyu,114125,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_eHltJip.png,2,1.0,Kim Jin-Kyu,0.0,4,2.59,4,kim-jin-gyu,6,0.0,,,,,,1.0,,,,1.0,,,,,,,,,,
Al-Ghannam,Al-Ghannam,114140,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_7BtJxk8.png,1,0.0,Khalid Eissa Mohammed Al Ghannam - Essa Ghanam,0.0,5,4.86,4,al-ghannam,6,0.0,,,,,,,,,,,,,,,,,,,,
Al-Buraikan,Al-Buraikan,114149,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_XOctTIV.png,3,0.47,Firas Tariq Nasser Al Brikan - Feras Al-Brikan,0.0,5,4.44,4,al-buraikan,6,0.0,,1.0,,,,1.0,2.0,,,3.0,,,,,,,,,,
Angulo,Angulo,114217,Equador,2372,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_mMm9zfW.png,4,3.5,Nilson David Angulo Ramírez,1.2,5,5.02,4,angulo,7,-0.77,,,,,,3.0,4.0,1.0,,3.0,,1.0,,,,,,,,
Senaya,Senaya,114233,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_E4TBPvs.png,2,9.5,Marvin Elom Senaya,0.0,2,7.22,4,senaya,6,0.0,,,,,,9.0,5.0,,,4.0,,,,,,,,,1.0,
Olise,Olise,114235,França,2385,0.927051802,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/08/photo_FORMATO_smS8Oh8.png,4,11.27,Michael Akpovie Olise,19.9,4,21.69,4,olise,7,2.92,5.0,,,,,2.0,1.0,5.0,3.0,6.0,2.0,,,,,,,,,
Guéhi,Guéhi,114236,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_wGMbR2m.png,4,4.65,Addji Keaninkin Marc-Israel Guehi,0.5,3,7.21,4,guehi,7,-1.15,,,,,,2.0,2.0,1.0,,10.0,,,,,,,,,2.0,
Diarra,Diarra,114310,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_urxC8yr.png,3,7.5,Mouhamadou Habib Mbacke Diarra,10.8,4,8.49,4,diarra,6,1.3,,,,,,3.0,2.0,,2.0,2.0,,2.0,,,,,,,,
Gavi,Gavi,114312,Espanha,2326,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_U1zntZm.png,2,1.45,Pablo Martín Páez Gavira,0.5,4,6.59,4,gavi,6,-0.7,,,,,,2.0,2.0,,,1.0,,,,,,,,,,
Nico Williams,N. Williams,114321,Espanha,2326,0.8970960378,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_KTuIvkQ.png,3,0.17,Nicholas Williams Arthuer,0.0,5,7.67,4,nico-williams,6,0.0,,,,,,,,,,1.0,,,,,,,,,,
Matheus Nunes,M. Nunes,114403,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_j6Qovvj.png,1,5.0,Matheus Luiz Nunes,0.0,2,9.93,4,matheus-nunes,6,0.0,,,,,,,,,,,,,,,,,,,1.0,
Gonçalo Inácio,G. Inácio,114417,Portugal,2390,0.7146325518,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_nu0mxPg.png,0,0.0,Gonçalo Bernardo Inácio,0.0,3,7.0,4,goncalo-inacio,6,0.0,,,,,,,,,,,,,,,,,,,,
Abdurisag,Abdurisag,114440,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_rtddYkY.png,1,2.5,Yusuf Abdulrazzaq - Youssef Abdelrisaq / Youssuf,0.0,5,3.29,4,abdurisag,6,0.0,,,,,,1.0,,,,2.0,,,,,,,,,,
Homam Ahmed,H. Ahmed,114441,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_90N6BMT.png,1,1.2,Homam Al Amin Mohamed Ahmed - Hommam Elamin / Humam Al-Amin,0.0,2,2.84,4,homam-ahmed,6,0.0,,,,,,1.0,1.0,,,,,,,,,,,,,
Jassem Gaber,J. Gaber,114445,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_vgVQqna.png,2,-1.4,Jassem Jaber Elsayed Abdulsallam - Jassim Jabir,0.0,4,1.3,4,jassem-gaber,6,0.0,,1.0,,,,,6.0,,,,,,,,,,,,,
Abunada,Abunada,114448,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_SjSlJcv.png,2,2.9,Mahmoud Ibrahim Mahmoud Abu Nada - Mahmud Abundi,0.0,1,3.7,4,abunada,6,0.0,,1.0,,11.0,,,,,,1.0,,,1.0,4.0,,1.0,,,,
Gonçalo Ramos,G. Ramos,114485,Portugal,2390,0.8576929261,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_9Kl0jxI.png,2,5.15,Gonçalo Matias Ramos,8.8,5,7.9,4,goncalo-ramos,6,1.73,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
Seidu,Seidu,114509,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_u13RdWf.png,0,0.0,Alidu Seidu,0.0,3,2.0,4,seidu,6,0.0,,,,,,,,,,,,,,,,,,,,
Rieder,Rieder,114550,Suíça,2320,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_sqGaC3r.png,2,0.6,Fabian Rieder,1.2,4,5.37,4,rieder,6,-0.28,,,,,,1.0,1.0,,,,,,,,,,,,,
Elia,Elia,114555,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_GM7t6SN.png,2,2.8,Meschack Elia Lina - Meschak,0.6,4,4.52,4,elia,6,-0.5,1.0,,,,,,2.0,1.0,,,,,,,,,,,,
Summerville,Summerville,114560,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/15/photo_FORMATO_oG9XVg0.png,4,8.2,Crysencio Jilbert Sylverio Cir Summerville,6.6,5,9.92,4,summerville,7,1.01,2.0,1.0,,,,4.0,2.0,,,5.0,,2.0,,,1.0,,,,,
Nusa,Nusa,114574,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_DmFn1tY.png,4,2.98,Antonio Eromonsele Nordby Nusa,8.6,5,6.27,4,nusa,7,1.53,,1.0,,,,2.0,1.0,,1.0,3.0,,1.0,,,1.0,,,,,
Lammens,Lammens,114575,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_GmEPysj.png,0,0.0,Senne Lammens,0.0,1,6.0,4,lammens,6,0.0,,,,,,,,,,,,,,,,,,,,
Kovár,Kovár,114577,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_9JRehB5.png,2,1.4,Matěj Kovář - Matej,0.0,1,4.9,4,kovar,6,0.0,,,,6.0,,,,,,,,,,5.0,,,,,,
Theate,Theate,114599,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_ExE4u32.png,3,2.73,Arthur Nicolas Theate,-0.3,3,5.15,4,theate,7,-0.61,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,
Joseph,Joseph,114610,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Ljwt75A.png,3,-0.17,Lenny Alvin Pico Joseph,0.0,5,2.22,4,joseph,6,0.0,,,,,,,6.0,,1.0,1.0,,,,,,,,,,
Raya,Raya,114661,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_GsfZN7x.png,0,0.0,David Raya Martín,0.0,1,10.0,4,raya,6,0.0,,,,,,,,,,,,,,,,,,,,
Radeljic,Radeljic,114687,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_FYTAR49.png,2,0.85,Stjepan Radeljić,1.7,3,4.09,4,radeljic,6,0.0,,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,,
Halhal,Halhal,114719,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_s2DVsqk.png,1,2.6,Redouane Halal,0.0,3,3.36,4,halhal,6,0.0,,,,,,1.0,1.0,,,3.0,,,,,1.0,,,,,
Sulemana,Sulemana,114751,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_WPlHPJm.png,1,2.7,Kamaldeen Sulemana - Kamal Deen,0.0,5,5.03,4,sulemana,6,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,
Joan García,J. García,114768,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_QdOQOSH.png,0,0.0,Joan García Pons,0.0,1,6.0,4,joan-garcia,6,0.0,,,,,,,,,,,,,,,,,,,,
Muntari,Muntari,114789,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_4A3jcBk.png,0,0.0,Mohammed Muntari - Mohamed,0.0,5,3.0,4,muntari,6,0.0,,,,,,,,,,,,,,,,,,,,
Ounahi,Ounahi,114808,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_x6GBLZX.png,4,0.75,Azzedine Ounahi - Azz-Eddine,2.5,4,3.77,4,ounahi,7,0.2,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,
Gudmundsson,Gudmundsson,114820,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_ZH6eEFN.png,4,2.12,Gabriel Johan Gudmundsson,4.2,2,4.93,4,gudmundsson,7,0.33,,1.0,,,,5.0,5.0,,,7.0,,,,,,,,,,
Onana,Onana,114821,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_s9vcb0u.png,3,2.67,Amadou Zeund Georges Ba Mvom Onana,1.5,4,5.62,4,onana,6,-0.27,,,,,,4.0,1.0,,1.0,3.0,,,,,,,,,,
Dieng,Dieng,114901,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_220x220_Os3bI27.png,1,0.0,Cheikh Ahmadou Bamba Mbacké Dieng,0.0,5,5.65,4,dieng,6,0.0,,,,,,,,,,,,,,,,,,,,
Ciss,Ciss,114922,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_shLjef6.png,4,1.35,Pathé Ismaël Ciss - Ismaila,0.0,4,3.06,4,ciss,6,-0.5,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
Thorstvedt,Thorstvedt,115091,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_ERWww0k.png,2,1.35,Kristian Thorstvedt,0.0,4,3.48,4,thorstvedt,6,0.0,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,
Pedersen,Pedersen,115094,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_10lAjyc.png,3,3.13,Marcus Holmgren Pedersen,-0.3,2,4.43,4,pedersen,7,-0.32,,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,
Aursnes,Aursnes,115096,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_qoNtDGW.png,4,1.45,Fredrik Aursnes,0.5,4,4.0,4,aursnes,6,-0.7,,,,,,4.0,5.0,,1.0,1.0,,,,,,,,,,
Akliouche,Akliouche,115261,França,2385,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_VCtSvSP.png,1,0.0,Maghnes Akliouche,0.0,4,7.29,4,akliouche,6,0.0,,,,,,,,,,,,,,,,,,,,
Iqbal,Iqbal,115264,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_IwLHglA.png,3,1.23,Zidane Aamar Iqbal,0.0,4,3.09,4,iqbal,6,0.0,,,,,,2.0,1.0,,,2.0,,,,,,,,,,
Quansah,Quansah,115424,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_hQhOptb.png,1,4.0,Jarell Amorin Quansah,0.0,3,5.49,4,quansah,6,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,
Endrick,Endrick,115959,Brasil,2318,0.8669352203,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_eLAtyoU.png,3,1.03,Endrick Felipe Moreira de Sousa Pessoa,0.5,5,8.53,4,endrick,2,-1.08,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Nasser Al-Dawsari,N. Al-Dawsari,116269,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_RQLQR8b.png,3,1.3,Nasser Essa Shafi Al-Shardan Al-Dawsari - Aldawsari,0.0,4,4.17,4,nasser-al-dawsari,6,0.0,,1.0,,,,4.0,7.0,,,2.0,,,,,,,,,,
Al-Juwayr,Al-Juwayr,116275,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_uveChwW.png,3,0.5,Musab Fahz Aljuwayr - Fahad Al Juwayr,0.0,4,4.31,4,al-juwayr,6,0.0,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,
Wanner,Wanner,116533,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_q1bNpV9.png,4,1.45,Paul Wanner,0.9,4,3.77,4,wanner,6,-0.16,,,,,,4.0,4.0,,,2.0,,,,,,,,,,
Aaronson,Aaronson,116538,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_kt0356T.png,1,4.9,Brenden Russell Aaronson,0.0,4,6.62,4,aaronson,6,0.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
Hannibal,Hannibal,116581,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_EOUqJex.png,3,9.27,Hannibal Mejbri,0.0,4,8.2,4,hannibal,6,0.0,2.0,,,,,5.0,4.0,2.0,2.0,15.0,,,,,,,,,,
Abdelmonem,Abdelmonem,116583,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_0kLoqkg.png,2,-0.5,Mohamed Abdelmoneim Elsayed Mohamed Ahmed - Abdel Monem,0.0,3,1.8,4,abdelmonem,6,0.0,,,,,,,,,,,,,,,,1.0,,,,
Andrés Gómez,A. Gómez,116706,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_zhdn6DU.png,0,0.0,Carlos Andrés Gómez Hinestroza,0.0,5,4.0,4,andres-gomez,6,0.0,,,,,,,,,,,,,,,,,,,,
Cristian Martínez,C. Martínez,116717,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_V4Nmnfz.png,1,2.2,Christian Jesús Martínez,0.0,4,3.22,4,cristian-martinez,6,0.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,,
Edo Kayembe,E. Kayembe,116868,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_7rBhHNV.png,2,2.3,Edo Kayembe Kayembe,0.0,4,3.5,4,edo-kayembe,6,-0.51,,,,,,2.0,2.0,1.0,,2.0,,,,,,,,,,
Tomás Araújo,T. Araújo,116984,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_UBs53qs.png,1,1.7,Tomás Lemos Araújo,0.0,3,5.43,4,tomas-araujo,6,0.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
Yilmaz,Yilmaz,117230,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_c4iKzPT.png,3,4.4,Barış Alper Yılmaz - Baris,0.0,5,7.13,4,yilmaz,6,0.0,1.0,,,,,,5.0,,1.0,2.0,,1.0,,,1.0,,,,,
Renato Veiga,R. Veiga,117309,Portugal,2390,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_U5uHHze.png,4,3.6,Renato da Palma Veiga,3.8,3,5.18,4,renato-veiga,7,0.03,,1.0,,,,2.0,4.0,,2.0,2.0,,,,,,,,1.0,2.0,
Jiovany Ramos,J. Ramos,117386,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_YahQWxE.png,0,0.0,Jiovany Javier Ramos Díaz,0.0,3,3.0,4,jiovany-ramos,6,0.0,,,,,,,,,,,,,,,,,,,,
Koné,Koné,117393,Costa do Marfim,2350,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_YuAbcyk.png,0,0.0,Mohamed Koné,0.0,1,2.0,4,kone,6,0.0,,,,,,,,,,,,,,,,,,,,
Agbadou,Agbadou,117394,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Th38npM.png,3,5.1,Emmanuel Elysee Djedje Agbadou Badobre,7.3,3,6.29,4,agbadou,7,1.4,,,,,,5.0,,1.0,2.0,,,,,,,,,,1.0,
Nico Paz,N. Paz,117401,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_CXujCJT.png,2,3.35,Nicolás Paz Martínez,0.0,4,9.32,4,nico-paz,6,0.0,,,,,,4.0,2.0,,1.0,1.0,,,,,,,,,,
Sibisi,Sibisi,117439,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_ITOhE6G.png,1,0.2,Nkosinathi Emmanuel Sibisi,0.0,3,2.49,4,sibisi,6,0.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
