atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Aaronson,Aaronson,116538,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_kt0356T.png,0,0.0,Brenden Russell Aaronson,0.0,4,6.0,2,aaronson,6,0.0,,,,,,,,,,,,,,,,,,,
Hannibal,Hannibal,116581,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_EOUqJex.png,2,8.95,Hannibal Mejbri,6.4,4,6.86,2,hannibal,7,0.46,1.0,,,,4.0,3.0,1.0,2.0,10.0,,,,,,,,,,
Abdelmonem,Abdelmonem,116583,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_0kLoqkg.png,1,0.0,Mohamed Abdelmoneim Elsayed Mohamed Ahmed - Abdel Monem,0.0,3,2.43,2,abdelmonem,6,-0.57,,,,,,,,,,,,,,,,,,,
Andrés Gómez,A. Gómez,116706,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_zhdn6DU.png,0,0.0,Carlos Andrés Gómez Hinestroza,0.0,5,4.0,2,andres-gomez,6,0.0,,,,,,,,,,,,,,,,,,,
Cristian Martínez,C. Martínez,116717,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_V4Nmnfz.png,0,0.0,Christian Jesús Martínez,0.0,4,3.0,2,cristian-martinez,7,0.0,,,,,,,,,,,,,,,,,,,
Edo Kayembe,E. Kayembe,116868,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_7rBhHNV.png,1,4.6,Edo Kayembe Kayembe,0.0,4,4.01,2,edo-kayembe,7,0.0,,,,,2.0,2.0,1.0,,2.0,,,,,,,,,,
Tomás Araújo,T. Araújo,116984,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_UBs53qs.png,1,1.7,Tomás Lemos Araújo,0.0,3,5.43,2,tomas-araujo,6,0.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,
Yilmaz,Yilmaz,117230,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_c4iKzPT.png,2,0.05,Barış Alper Yılmaz - Baris,0.2,5,4.78,2,yilmaz,7,-0.84,,,,,,2.0,,1.0,,,,,,1.0,,,,,
Renato Veiga,R. Veiga,117309,Portugal,2390,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_U5uHHze.png,2,2.2,Renato da Palma Veiga,4.2,3,4.55,2,renato-veiga,7,0.44,,1.0,,,,2.0,,,2.0,,,,,,,,,1.0,
Jiovany Ramos,J. Ramos,117386,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_YahQWxE.png,0,0.0,Jiovany Javier Ramos Díaz,0.0,3,3.0,2,jiovany-ramos,7,0.0,,,,,,,,,,,,,,,,,,,
Koné,Koné,117393,Costa do Marfim,2350,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_YuAbcyk.png,0,0.0,Mohamed Koné,0.0,1,2.0,2,kone,6,0.0,,,,,,,,,,,,,,,,,,,
Agbadou,Agbadou,117394,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Th38npM.png,2,4.0,Emmanuel Elysee Djedje Agbadou Badobre,1.5,3,4.89,2,agbadou,7,-0.59,,,,,2.0,,,,,,,,,,,,,1.0,
Nico Paz,N. Paz,117401,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_CXujCJT.png,1,1.2,Nicolás Paz Martínez,0.0,4,9.3,2,nico-paz,6,0.0,,,,,1.0,1.0,,,,,,,,,,,,,
Sibisi,Sibisi,117439,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/29/photo_FORMATO_ITOhE6G.png,1,0.2,Nkosinathi Emmanuel Sibisi,0.0,3,2.49,2,sibisi,6,0.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
Mudau,Mudau,117445,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_kgnlUvz.png,1,6.9,Khuliso Johnson Mudau,0.0,2,4.81,2,mudau,7,0.0,,,,,4.0,2.0,,,3.0,,,,,,,,,,
Karlström,Karlström,117468,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_A7qso8u.png,2,1.45,Jesper Kewe Karlström,1.7,4,3.49,2,karlstrom,7,-0.16,,,,,2.0,3.0,,1.0,,,,,,,,,,,
Seck,Seck,117470,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_TmNDCgj.png,0,0.0,Abdoulaye Seck,0.0,3,4.0,2,seck,6,0.0,,,,,,,,,,,,,,,,,,,
Fatouh,Fatouh,117474,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_X6tzBQh.png,2,5.4,Ahmed Mohamed Aboul-Fetouh - Fattouh / Fotouh / Aboelfetouh,7.7,2,5.57,2,fatouh,7,1.27,,1.0,,,6.0,2.0,2.0,,2.0,,,,,,,,,,
Dunga,Dunga,117476,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_9Lw84yf.png,0,0.0,Nabil Emad Aly Elmahdy Donga - Dounga,0.0,4,4.0,2,dunga,6,0.0,,,,,,,,,,,,,,,,,,,
Zizo,Zizo,117477,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_Av199RF.png,2,0.45,Ahmed Mostafa Mohamed Sayed,1.2,4,4.31,2,zizo,6,-0.43,,,,,,1.0,1.0,,,,,,,,,,,,
Jakic,Jakic,117592,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_uGxox5c.png,0,0.0,Kristijan Jakić,0.0,4,5.0,2,jakic,6,0.0,,,,,,,,,,,,,,,,,,,
Ordóñez,Ordóñez,117605,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_VuJLWvs.png,1,3.0,Joel Leandro Ordóñez Guerrero,0.0,3,5.08,2,ordonez,6,0.0,,,,,2.0,,,,,,,,,,,,,,
Pubill,Pubill,117766,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_JKrmw5C.png,0,0.0,Marc Pubill Pagés,0.0,3,6.0,2,pubill,6,0.0,,,,,,,,,,,,,,,,,,,
Berg,Berg,117896,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_9Iod1Ci.png,2,2.2,Patrick Berg,4.4,4,5.22,2,berg,7,0.38,1.0,,,,,2.0,,,,,,,,,,,,,
Mele,Mele,117905,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_FRjx6sO.png,0,0.0,Santiago Andrés Mele Castañero,0.0,1,3.0,2,mele,6,0.0,,,,,,,,,,,,,,,,,,,
Simeone,Simeone,118142,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_ro57viM.png,0,0.0,Giuliano Simeone Baldini,0.0,5,9.0,2,simeone,7,0.0,,,,,,,,,,,,,,,,,,,
Jean Jacques,J. Jacques,118234,Haiti,2334,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_BR7hL9K.png,2,4.9,Danley Jean-Jacques,3.2,4,4.69,2,jean-jacques,7,-0.02,,1.0,,,7.0,4.0,,,3.0,,,,,,,,,,
Cho Gue-Sung,C. Gue-Sung,118255,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_Xgw24gZ.png,0,0.0,Gue-Sung Cho,0.0,5,4.0,2,cho-gue-sung,6,0.0,,,,,,,,,,,,,,,,,,,
Björkan,Björkan,118269,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_70k9teP.png,0,0.0,Fredrik André Bjørkan,0.0,2,4.0,2,bjorkan,6,0.0,,,,,,,,,,,,,,,,,,,
Krejcí,Krejcí,118270,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_WXfVL9v.png,1,7.6,Ladislav Krejčí,0.0,3,6.67,2,krejci,7,0.0,,,,,,3.0,,,1.0,,1.0,,,,,,,,
Kuchta,Kuchta,118271,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_2twlfst.png,0,0.0,Jan Kuchta,0.0,5,5.0,2,kuchta,6,0.0,,,,,,,,,,,,,,,,,,,
Sutalo,Sutalo,118306,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/18/photo_FORMATO_E6G8Nty.png,1,2.3,Josip Šutalo,0.0,3,6.45,2,sutalo,7,0.0,,,,,1.0,,,1.0,,,,,,,,,,,
Hiroki Ito,H. Ito,118309,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_LhdRYJ8.png,2,3.05,Hiroki Ito,5.6,3,5.67,2,hiroki-ito,6,0.65,,,,,1.0,4.0,,1.0,,,,,,,,,,1.0,
Sugawara,Sugawara,118310,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_CZgSSzi.png,2,3.1,Yukinari Sugawara,5.0,2,5.03,2,sugawara,7,0.58,,,,,,,1.0,,,,,,,,,,,1.0,
Taniguchi,Taniguchi,118314,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_QaOjHQy.png,1,0.5,Shogo Taniguchi,0.0,3,2.6,2,taniguchi,7,0.0,,,,,,,,,1.0,,,,,,,,,,
Ljubicic,Ljubicic,118316,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/17/photo_FORMATO_tosmdR8.png,0,0.0,Dejan Ljubicic,0.0,4,4.0,2,ljubicic,6,0.0,,,,,,,,,,,,,,,,,,,
Souttar,Souttar,118319,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_pLEM9ec.png,0,0.0,John Francis Souttar,0.0,3,4.0,2,souttar,6,0.0,,,,,,,,,,,,,,,,,,,
Ferguson,Ferguson,118320,Escócia,2327,0.7375350623,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_eJREP8o.png,2,8.55,Lewis Ferguson,11.4,4,6.57,2,ferguson,7,2.18,,,,,9.0,3.0,,,9.0,,,,,,,,,,
Stewart,Stewart,118322,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_MPvUcI1.png,1,0.0,Ross Cameron Stewart,0.0,5,4.86,2,stewart,6,-1.14,,,,,,,,,,,,,,,,,,,
Rogerson,Rogerson,118383,Nova Zelândia,2340,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_Hmy0Pl3.png,0,0.0,Logan Tipene Rogerson,0.0,5,2.0,2,rogerson,6,0.0,,,,,,,,,,,,,,,,,,,
De Vries,D. Vries,118384,Nova Zelândia,2340,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_HGofkVi.png,1,0.0,Francis de Vries,0.0,2,2.43,2,de-vries,6,-0.57,,,,,,,,,,,,,,,,,,,
Wimmer,Wimmer,118388,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_VC0Tt2s.png,2,1.7,Patrick Wimmer,1.9,4,4.98,2,wimmer,6,-0.38,,,,,2.0,3.0,,1.0,1.0,,,,,,,,,,
Amdouni,Amdouni,118397,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_220x220_YOkxYVG.png,1,2.5,Mohamed Zeki Amdouni,0.0,5,4.9,2,amdouni,6,0.0,,,,,1.0,,,,2.0,,,,,,,,,,
Zaire-Emery,Zaire-Emery,118711,França,2385,0.782535886,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_H7tjyHJ.png,0,0.0,Warren Marie Jean-Pierre Zaïre-Emery,0.0,4,7.0,2,zaire-emery,6,0.0,,,,,,,,,,,,,,,,,,,
Bobb,Bobb,118741,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_xQKHIyC.png,2,0.6,Oscar Bobb,1.2,5,3.71,2,bobb,7,-0.33,,,,,,,1.0,,,,,,,,,,,,
Turner,Turner,118743,Estados Unidos,2365,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_36fBGDv.png,0,0.0,Matthew Charles Turner,0.0,1,4.0,2,turner,6,0.0,,,,,,,,,,,,,,,,,,,
Undav,Undav,118786,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_ATpkoVj.png,2,17.3,Deniz Undav,16.9,5,14.69,2,undav,7,2.11,2.0,,,,,2.0,1.0,,,,3.0,,,,,,,,
Spence,Spence,118821,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ojfv0cr.png,2,3.85,Diop Tehuti Djed-Hotep Spence,6.5,2,5.42,2,spence,2,0.97,,,,,1.0,,1.0,,,,,,,,,,,1.0,
Samú Costa,S. Costa,118834,Portugal,2390,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_HfoLX5J.png,0,0.0,Samuel de Almeida Costa,0.0,4,5.0,2,samu-costa,6,0.0,,,,,,,,,,,,,,,,,,,
Chaïbi,Chaïbi,120404,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ZLDo7B1.png,2,4.1,Farès Chaïbi,3.2,4,6.28,2,chaibi,7,-0.29,,,,,3.0,1.0,1.0,3.0,1.0,,,,,1.0,,,,,
Logan Costa,L. Costa,120416,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_iMtoRRO.png,0,0.0,Logan Evans Costa,0.0,3,3.0,2,logan-costa,6,0.0,,,,,,,,,,,,,,,,,,,
Larsen,Larsen,120469,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_UQRCHvY.png,0,0.0,Jørgen Strand Larsen - Jörgen,0.0,5,6.0,2,larsen,7,0.0,,,,,,,,,,,,,,,,,,,
Mumin,Mumin,120470,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_IxEsWTh.png,0,0.0,Abdul Mumin Suleman,0.0,3,3.0,2,mumin,6,0.0,,,,,,,,,,,,,,,,,,,
Baturina,Baturina,120496,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/17/photo_FORMATO_rJxvIQb.png,1,10.5,Martin Baturina,0.0,4,8.48,2,baturina,7,0.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,
Katic,Katic,120526,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_uC0mf7K.png,1,3.2,Nikola Katić,0.0,3,5.14,2,katic,7,0.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,
Pierrot,Pierrot,120582,Haiti,2334,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_4vfMYSZ.png,2,0.65,Frantzdy Pierrot,-0.3,5,1.72,2,pierrot,7,-0.45,,1.0,,,,5.0,1.0,1.0,4.0,,,,,2.0,,,,,
Batubinsika,Batubinsika,120591,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_2t3bsx7.png,0,0.0,Buduka Dylan Batubinsika,0.0,3,2.0,2,batubinsika,6,0.0,,,,,,,,,,,,,,,,,,,
Madueke,Madueke,120599,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_Wl0IvqA.png,2,3.05,Chukwunonso Azuka Tristan Madueke - Noni,1.3,5,6.41,2,madueke,7,-0.9,,,,,2.0,,,2.0,1.0,,,,,,,,1.0,,
Saibari,Saibari,120600,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_2NfA7oK.png,2,10.9,Ismael Saibari Ben El Basra,12.5,4,11.24,2,saibari,7,1.56,,,,,2.0,2.0,,,1.0,1.0,2.0,,,1.0,,,,,
Diego Moreira,D. Moreira,120606,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_XyyIMV4.png,0,0.0,Diego Manuel Jadon da Silva Moreira,0.0,5,6.0,2,diego-moreira,6,0.0,,,,,,,,,,,,,,,,,,,
Semenyo,Semenyo,120618,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_CSDozfU.png,1,-1.0,Antoine Serlom Semenyo,-1.0,5,10.99,2,semenyo,7,-3.01,,,,,,3.0,,,,,,,,1.0,,,,,
Fatawu,Fatawu,120619,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Apzp3DU.png,1,2.0,Issahaku Abdul Fatawu,2.0,5,5.55,2,fatawu,6,-0.45,,,,,1.0,,,,1.0,,,,,,,,,,
Owusu,Owusu,120621,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_mCO5irw.png,0,0.0,Elisha Owusu,0.0,4,4.0,2,owusu,6,0.0,,,,,,,,,,,,,,,,,,,
Ben Slimane,B. Slimane,120630,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_p61vxCc.png,2,2.9,Anis Ben Slimane,6.0,4,4.9,2,ben-slimane,6,0.93,,,,,4.0,,,,,,,,,2.0,,,,,
Ben Ouanes,B. Ouanes,120633,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_hfuerdN.png,0,0.0,Ahmed Mortadha Ben Ouannes,0.0,4,4.0,2,ben-ouanes,6,0.0,,,,,,,,,,,,,,,,,,,
Abdi,Abdi,120634,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_D5aJ2gr.png,2,4.15,Ali Abdi - Elabdi,4.7,2,5.61,2,abdi,7,0.33,,,,,6.0,4.0,,,1.0,,,,,,,,,,
Rekik,Rekik,120637,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_5zs2yth.png,2,7.2,Omar Rekik,4.4,3,5.93,2,rekik,7,0.05,,,,,4.0,,,,1.0,,1.0,,,1.0,,,,,
Talbi,Talbi,120638,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_FOpdphw.png,2,3.85,Montassar Omar Talbi,4.7,3,4.77,2,talbi,7,0.5,,,,,5.0,1.0,,,1.0,,,,,,,,,,
Dahmen,Dahmen,120639,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_X6EPRbq.png,1,-0.9,Aymen Dahmen,-0.9,1,2.12,2,dahmen,6,-0.88,,,,2.0,,,,,1.0,,,,4.0,,,,,,
Barcola,Barcola,120644,França,2385,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_yu6h8uS.png,2,8.5,Bradley Jean-Manuel Essolisam Addo Barcola,9.0,5,12.69,2,barcola,6,0.23,,,,,6.0,,,,,,1.0,,,,,,,,
Schmid,Schmid,120653,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_dgWQ8VP.png,2,7.7,Romano Schmid,4.4,4,8.24,2,schmid,7,-0.41,,,,,4.0,2.0,,,4.0,,1.0,,,,,,,,
Debast,Debast,120657,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_dPdyNy1.png,0,0.0,Zeno Koen Debast,0.0,3,6.0,2,debast,5,0.0,,,,,,,,,,,,,,,,,,,
Luis Chávez,L. Chávez,120699,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_8SlF4Fg.png,1,1.2,Luis Gerardo Chávez Magallón,0.0,4,4.45,2,luis-chavez,6,0.0,,,,,1.0,1.0,,,,,,,,,,,,,
Santi Giménez,S. Giménez,120700,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_jvpG2JY.png,0,0.0,Santiago Tomás Giménez,0.0,5,5.0,2,santi-gimenez,6,0.0,,,,,,,,,,,,,,,,,,,
Waterman,Waterman,120705,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_mRKCwtb.png,0,0.0,Joel Robert Waterman,0.0,3,3.0,2,waterman,6,0.0,,,,,,,,,,,,,,,,,,,
Cornelius,Cornelius,120706,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_FOYqW3R.png,1,1.3,Derek Austin Cornelius,0.0,3,3.68,2,cornelius,7,0.0,,,,,,,,1.0,1.0,,,,,,,,,,
Millar,Millar,120708,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_hGxGQpc.png,1,4.2,Liam Alan Millar,0.0,4,4.68,2,millar,6,0.0,,,,,3.0,1.0,,,,,,,,,,,,,
Buchanan,Buchanan,120710,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_nszxNZ1.png,1,2.5,Tajon Trevor Buchanan,0.0,4,5.71,2,buchanan,7,0.0,,,,,1.0,,,,2.0,,,,,,,,,,
Osorio,Osorio,120713,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_oizxuW3.png,1,0.0,Jonathan Osorio,0.0,4,3.23,2,osorio,6,0.0,,,,,,,,,,,,,,,,,,,
Koné,Koné,120715,Canadá,2361,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_ns5fQRc.png,1,3.7,Ismaël Kenneth Jordan Koné,0.0,4,4.51,2,kone,5,0.0,,,,,2.0,1.0,,,2.0,,,,,,,,,,
Eustáquio,Eustáquio,120717,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_uB4Ypif.png,1,1.7,Stephen Antunes Eustáquio,0.0,4,4.63,2,eustaquio,7,0.0,,,,,,2.0,,1.0,3.0,,,,,,,,,,
Johnston,Johnston,120718,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_STu204J.png,1,1.7,Alistair William Johnston,0.0,2,3.01,2,johnston,7,0.0,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,,
St. Clair,S. Clair,120720,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_y8dopaj.png,0,0.0,Dayne Tristan Saint Clair,0.0,1,3.0,2,st-clair,6,0.0,,,,,,,,,,,,,,,,,,,
Yüksek,Yüksek,120751,Turquia,2328,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_ral9tzV.png,2,5.45,İsmail Yüksek - Ismail,4.3,4,7.01,2,yuksek,6,-0.12,,,,,5.0,2.0,,5.0,,,,,,,,,,,
Hien,Hien,120776,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_VrZEtXI.png,2,2.45,Isak Malcolm Kwaku Hien,3.2,3,4.7,2,hien,7,0.07,,,,,3.0,2.0,,,2.0,,,,,,,,,,
Jashari,Jashari,120823,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_gxpI54Y.png,1,0.8,Ardon Jashari,0.0,4,3.51,2,jashari,6,0.0,,,,,,,,1.0,,,,,,,,,,,
Antoine Mendy,A. Mendy,120854,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_vWM2CR6.png,0,0.0,Antoine Alpha Mendy,0.0,2,5.0,2,antoine-mendy,6,0.0,,,,,,,,,,,,,,,,,,,
Riad,Riad,120978,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_v1dh8yh.png,2,4.0,Chadi Riad Dnanou,6.5,3,3.46,2,riad,7,1.33,,,,,2.0,,,,,,,,,,,,,1.0,
Jackson,Jackson,121080,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_IAVoAlO.png,2,5.95,Nicolas Jackson,6.8,5,9.29,2,jackson,7,0.26,1.0,,,,2.0,2.0,1.0,1.0,,1.0,,,,5.0,,,,,
Mainoo,Mainoo,121185,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_Tvpm2Yr.png,0,0.0,Kobbie Boateng Mainoo,0.0,4,7.0,2,mainoo,6,0.0,,,,,,,,,,,,,,,,,,,
Kalulu,Kalulu,121276,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_zvQczfM.png,1,1.5,Gédéon Tshingoma Kalulu Kyatengwa - Tchingoma,0.0,2,2.13,2,kalulu,6,0.0,,,,,1.0,,,,,,,,,,,,,,
El Khannouss,E. Khannouss,121376,Marrocos,2332,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_WHDIJ1C.png,2,4.95,Bilal El Khannouss,5.5,4,7.39,2,el-khannouss,7,0.22,,,,,5.0,2.0,1.0,1.0,2.0,,,,,,,,,,
Al-Aqidi,Al-Aqidi,121404,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_LfuaZMW.png,0,0.0,Nawaf Dhahi Faisal Al-Shuweiti Al Aqidi / Alaqidi,0.0,1,3.0,2,al-aqidi,6,0.0,,,,,,,,,,,,,,,,,,,
Tambakti,Tambakti,121406,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/01/photo_FORMATO_YK7sAiO.png,2,0.25,Hassan Mohammed Al-Tambakti,0.5,3,3.53,2,tambakti,7,-0.51,,,,,2.0,,,,1.0,,,1.0,,,,,,,
Kevin Rodríguez,K. Rodríguez,121413,Equador,2372,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_w6rvhlF.png,2,1.5,Kevin José Rodríguez Cortez,3.0,5,4.86,2,kevin-rodriguez,6,0.02,,,,,,,1.0,1.0,2.0,,,,,,,,,,
